se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr1_120706199_120757749	yes	2	2	chr1_120705589_120707913:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Cutaneous_melanoma,Renal_cell_carcinoma|chr1_120721052_120722928:Cutaneous_melanoma,Melanoma	1	1	chr1_120723110_120725935:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr1_120844383_120863019	no	0	0	none	1	3	chr1_120844185_120845624:Amelanotic_melanoma,Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia
chr1_120911625_120952773	yes	3	1	chr1_120918616_120921237:Glioblastoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type|chr1_120921329_120923785:|chr1_120944335_120946078:Adult_acute_myeloid_leukemia	1	1	chr1_120911625_120917183:Childhood_T_acute_lymphoblastic_leukemia
chr1_121058556_121118549	yes	4	3	chr1_121073122_121075722:Adult_acute_myeloid_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr1_121079490_121082639:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr1_121086044_121089226:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr1_121091590_121092629:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_serous_cystadenocarcinoma	2	3	chr1_121092776_121101938:Glioblastoma,Plasma_cell_myeloma|chr1_121115857_121119319:Gliosarcoma,Ovarian_serous_cystadenocarcinoma,Pleural_epithelioid_mesothelioma
chr1_121182580_121247558	no	0	0	none	2	1	chr1_121182580_121184444:Anaplastic_large_cell_lymphoma__ALK_positive,Ovarian_serous_cystadenocarcinoma|chr1_121184624_121192901:Childhood_T_acute_lymphoblastic_leukemia
chr1_12125154_12197623	yes	5	4	chr1_12125154_12126323:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr1_12146805_12149427:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Colon_adenocarcinoma,Colon_carcinoma|chr1_12149714_12151564:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive|chr1_12167105_12169148:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Colon_carcinoma,Plasma_cell_myeloma|chr1_12176643_12181616:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Lung_non_small_cell_carcinoma	0	0	none
chr1_121260081_121285731	yes	1	3	chr1_121283876_121285274:Clear_cell_renal_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr1_121329403_121397435	no	0	0	none	0	0	none
chr1_121510779_121520068	no	0	0	none	0	0	none
chr1_12294884_12321716	yes	4	3	chr1_12301639_12302637:Cutaneous_melanoma|chr1_12303243_12304071:Cutaneous_melanoma|chr1_12316400_12317472:Cutaneous_melanoma,Glioblastoma,Melanoma|chr1_12319757_12321716:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr1_12354305_12386925	no	0	0	none	0	0	none
chr1_12397578_12410607	yes	1	4	chr1_12409606_12410607:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Prostate_carcinoma	0	0	none
chr1_12423028_12488420	no	0	0	none	1	2	chr1_12469948_12482488:Anaplastic_large_cell_lymphoma__ALK_positive,Plasma_cell_myeloma
chr1_124619307_124784538	no	0	0	none	1	1	chr1_124778006_124778387:Anaplastic_large_cell_lymphoma__ALK_positive
chr1_125178864_125182721	yes	1	3	chr1_125178864_125179411:Adult_acute_myeloid_leukemia,Invasive_breast_carcinoma_of_no_special_type,Melanoma	0	0	none
chr1_12539065_12575081	yes	1	1	chr1_12542993_12544308:Glioblastoma	0	0	none
chr1_12572153_12629006	yes	4	1	chr1_12579461_12581722:Breast_adenocarcinoma,Glioblastoma,Gliosarcoma|chr1_12590310_12592673:Breast_adenocarcinoma|chr1_12606251_12607847:Amelanotic_melanoma,Clear_cell_renal_cell_carcinoma|chr1_12625776_12629006:Cutaneous_melanoma	1	3	chr1_12614108_12621237:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Astrocytoma
chr1_1263769_1283000	yes	1	0	chr1_1267062_1267671:	2	3	chr1_1270118_1273899:Lung_adenocarcinoma|chr1_1273938_1274963:Colon_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma
chr1_12696680_12713450	yes	2	1	chr1_12696680_12698456:|chr1_12707671_12713795:Pleural_epithelioid_mesothelioma	0	0	none
chr1_12848909_12854693	no	0	0	none	0	0	none
chr1_1344603_1376424	yes	2	2	chr1_1363704_1365201:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type|chr1_1370590_1371440:Anaplastic_large_cell_lymphoma__ALK_positive,Gliosarcoma	0	0	none
chr1_13469529_13514543	yes	4	3	chr1_13477155_13482559:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr1_13482766_13485247:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr1_13485897_13490025:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma|chr1_13494592_13501209:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma	0	0	none
chr1_13892061_13969697	yes	6	1	chr1_13893154_13901887:Plasma_cell_myeloma|chr1_13920266_13923354:Lung_large_cell_carcinoma,Plasma_cell_myeloma|chr1_13944958_13948023:Plasma_cell_myeloma|chr1_13952398_13957661:Plasma_cell_myeloma|chr1_13962512_13967778:Cutaneous_melanoma,Plasma_cell_myeloma|chr1_13968001_13969697:Plasma_cell_myeloma	0	0	none
chr1_1398474_1442248	yes	3	4	chr1_1422106_1423763:Cutaneous_melanoma,Lung_non_small_cell_carcinoma,Melanoma|chr1_1437594_1438740:Adult_acute_myeloid_leukemia,Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr1_1440798_1441788:Colon_carcinoma,Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma	0	0	none
chr1_13991805_14019606	yes	3	2	chr1_13991695_13995272:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr1_13995477_13997061:|chr1_14007765_14013344:Cutaneous_melanoma,Plasma_cell_myeloma	0	0	none
chr1_14055604_14091467	yes	4	1	chr1_14063894_14069565:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr1_14078340_14079774:|chr1_14079947_14080769:|chr1_14089641_14091467:Cutaneous_melanoma	0	0	none
chr1_14282917_14346403	yes	4	3	chr1_14289670_14297955:Adult_T_acute_lymphoblastic_leukemia,Ovarian_endometrioid_adenocarcinoma,Renal_cell_carcinoma|chr1_14302455_14306543:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma|chr1_14331749_14336030:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma|chr1_14344726_14347094:Adult_T_acute_lymphoblastic_leukemia,Clear_cell_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr1_143844693_143906037	yes	5	2	chr1_143860584_143863134:Adult_acute_myeloid_leukemia|chr1_143866964_143869328:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr1_143873547_143876543:Adult_acute_myeloid_leukemia|chr1_143879070_143880048:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr1_143880264_143882184:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	1	2	chr1_143903251_143906688:Anaplastic_large_cell_lymphoma__ALK_positive,Ovarian_serous_cystadenocarcinoma
chr1_143970594_144047084	yes	1	2	chr1_144008595_144010915:Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma	2	1	chr1_143969929_143972128:Ovarian_serous_cystadenocarcinoma|chr1_143972209_143975357:Childhood_T_acute_lymphoblastic_leukemia
chr1_14418610_14443091	yes	7	2	chr1_14419280_14419967:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr1_14420876_14424618:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Plasma_cell_myeloma|chr1_14424929_14425789:|chr1_14426227_14426948:|chr1_14427165_14428083:|chr1_14434508_14438964:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Renal_cell_carcinoma|chr1_14440164_14443636:Breast_adenocarcinoma,Prostate_carcinoma	0	0	none
chr1_144509406_144569086	yes	2	1	chr1_144532343_144537397:Anaplastic_large_cell_lymphoma__ALK_positive,Ovarian_serous_cystadenocarcinoma|chr1_144537489_144539061:Ovarian_serous_cystadenocarcinoma	2	1	chr1_144549793_144553661:Childhood_T_acute_lymphoblastic_leukemia,Pleural_epithelioid_mesothelioma|chr1_144558257_144562755:Childhood_T_acute_lymphoblastic_leukemia
chr1_144882257_144950910	yes	2	4	chr1_144913084_144916175:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma|chr1_144929576_144931253:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Gliosarcoma,Lung_non_small_cell_carcinoma	0	0	none
chr1_144961008_145020234	yes	3	3	chr1_144959563_144963571:Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma|chr1_144971079_144973059:Colon_carcinoma,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr1_144993926_144996183:Clear_cell_renal_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr1_145032729_145097496	yes	2	1	chr1_145034841_145037931:Adult_acute_myeloid_leukemia,Cutaneous_melanoma,Melanoma,Pleural_epithelioid_mesothelioma|chr1_145057128_145059198:Plasma_cell_myeloma	2	2	chr1_145090618_145095739:Childhood_T_acute_lymphoblastic_leukemia|chr1_145095887_145098349:Childhood_T_acute_lymphoblastic_leukemia,Ovarian_serous_cystadenocarcinoma
chr1_145191412_145217522	yes	3	3	chr1_145204860_145207770:|chr1_145207897_145209057:Glioblastoma|chr1_145209143_145210130:Glioblastoma,Invasive_breast_carcinoma_of_no_special_type,Prostate_carcinoma	1	1	chr1_145212491_145217604:Childhood_T_acute_lymphoblastic_leukemia
chr1_14539404_14558276	yes	1	4	chr1_14549727_14557045:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr1_145459333_145488718	yes	2	2	chr1_145475320_145476748:Lung_adenocarcinoma,Lung_large_cell_carcinoma,Papillary_renal_cell_carcinoma|chr1_145487306_145488718:Breast_adenocarcinoma,Papillary_renal_cell_carcinoma	1	3	chr1_145463584_145466962:Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma,Pleural_epithelioid_mesothelioma
chr1_145535365_145545361	yes	1	1	chr1_145544183_145545361:Gliosarcoma	0	0	none
chr1_145671336_145691858	yes	3	2	chr1_145678269_145679093:Cutaneous_melanoma,Melanoma|chr1_145684555_145685059:Breast_adenocarcinoma|chr1_145685268_145686306:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr1_145764936_145787080	yes	3	3	chr1_145764850_145766624:Glioblastoma,Lung_non_small_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma|chr1_145772333_145774724:Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma,Prostate_carcinoma|chr1_145776365_145779019:Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma	0	0	none
chr1_145800348_145825068	no	0	0	none	0	0	none
chr1_145877621_145894833	yes	1	4	chr1_145877478_145881592:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Colon_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma	0	0	none
chr1_145906644_145937086	yes	2	3	chr1_145907115_145909384:Cutaneous_melanoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type|chr1_145934904_145937086:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr1_145950698_146053531	yes	1	1	chr1_146028226_146030553:Plasma_cell_myeloma	1	1	chr1_145977309_145988499:Lung_adenocarcinoma
chr1_146175238_146252081	yes	2	2	chr1_146176648_146180229:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Glioblastoma,Pleural_epithelioid_mesothelioma|chr1_146230053_146231883:Cutaneous_melanoma,Melanoma	0	0	none
chr1_146259469_146333705	yes	3	3	chr1_146263504_146266870:Plasma_cell_myeloma|chr1_146299394_146299656:Anaplastic_large_cell_lymphoma__ALK_positive,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma|chr1_146326858_146328383:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr1_146368731_146415617	no	0	0	none	1	3	chr1_146368731_146370667:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma
chr1_146503853_146525485	yes	4	3	chr1_146503503_146506295:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr1_146509939_146511494:Lung_large_cell_carcinoma,Ovarian_serous_cystadenocarcinoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma|chr1_146518869_146520388:Cutaneous_melanoma,Melanoma|chr1_146520953_146525485:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr1_146532331_146565685	yes	4	3	chr1_146534739_146540170:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Pleural_epithelioid_mesothelioma|chr1_146545270_146546953:Adult_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma|chr1_146551063_146552527:Adult_T_acute_lymphoblastic_leukemia|chr1_146553606_146559496:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr1_147141957_147173840	yes	2	1	chr1_147141800_147144526:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr1_147161586_147163248:Prostate_carcinoma	0	0	none
chr1_14723052_14787208	yes	5	2	chr1_14723643_14725407:Astrocytoma,Ovarian_endometrioid_adenocarcinoma|chr1_14755084_14758690:Astrocytoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr1_14764499_14767705:Clear_cell_renal_cell_carcinoma,Ovarian_serous_cystadenocarcinoma|chr1_14775231_14779283:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma|chr1_14782688_14787208:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr1_147495265_147520860	no	0	0	none	0	0	none
chr1_147534621_147543502	no	0	0	none	1	3	chr1_147537814_147543556:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Invasive_breast_carcinoma_of_no_special_type
chr1_147668645_147677744	no	0	0	none	1	3	chr1_147668205_147678259:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma
chr1_147996337_148003136	yes	1	2	chr1_148000397_148003472:Cutaneous_melanoma,Melanoma	0	0	none
chr1_148032010_148061588	yes	2	4	chr1_148048321_148050314:Lung_large_cell_carcinoma,Prostate_carcinoma|chr1_148060368_148061588:Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma,Papillary_renal_cell_carcinoma	1	2	chr1_148035502_148040140:Amelanotic_melanoma,Pleural_epithelioid_mesothelioma
chr1_148208697_148229594	yes	3	3	chr1_148207901_148212986:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr1_148213155_148214420:Cutaneous_melanoma|chr1_148226991_148229722:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr1_148360852_148374130	yes	1	3	chr1_148360558_148364435:Colon_adenocarcinoma,Colon_carcinoma,Lung_large_cell_carcinoma	0	0	none
chr1_148443335_148461493	yes	2	4	chr1_148448821_148452984:|chr1_148453115_148454748:Glioblastoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma,Prostate_carcinoma	0	0	none
chr1_148634102_148809766	no	0	0	none	0	0	none
chr1_148840702_148901290	yes	1	1	chr1_148887875_148891403:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr1_14889270_14931397	yes	5	4	chr1_14889270_14891088:Cutaneous_melanoma,Melanoma|chr1_14895048_14895791:Astrocytoma|chr1_14899332_14900229:Breast_adenocarcinoma|chr1_14906867_14908835:Melanoma,Papillary_renal_cell_carcinoma,Plasma_cell_myeloma|chr1_14929420_14931635:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Glioblastoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr1_148941620_149000200	no	0	0	none	1	2	chr1_148949665_148958060:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia
chr1_149016089_149020284	no	0	0	none	0	0	none
chr1_149148593_149193462	yes	1	4	chr1_149148959_149154740:Breast_adenocarcinoma,High_grade_ovarian_serous_adenocarcinoma,Lung_non_small_cell_carcinoma,Prostate_carcinoma	0	0	none
chr1_149228586_149289222	yes	1	1	chr1_149237381_149242390:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr1_149319527_149444553	yes	2	3	chr1_149320371_149322247:Astrocytoma,Clear_cell_renal_cell_carcinoma,Glioblastoma|chr1_149440008_149443407:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Pleural_epithelioid_mesothelioma	1	1	chr1_149389755_149394296:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr1_149583062_149665837	yes	3	1	chr1_149583809_149586680:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia|chr1_149613179_149618287:Glioblastoma,Invasive_breast_carcinoma_of_no_special_type|chr1_149638567_149640155:Adult_acute_myeloid_leukemia	1	1	chr1_149635034_149638330:Ovarian_endometrioid_adenocarcinoma
chr1_14963087_14981283	yes	1	3	chr1_14963744_14966420:Cutaneous_melanoma,Glioblastoma,Papillary_renal_cell_carcinoma	0	0	none
chr1_149752900_149901048	no	0	0	none	0	0	none
chr1_149917482_149940849	no	0	0	none	1	2	chr1_149935344_149940964:Adult_acute_myeloid_leukemia,Plasma_cell_myeloma
chr1_14997473_15046670	no	0	0	none	0	0	none
chr1_149993889_150022532	yes	1	3	chr1_149995044_149998575:Clear_cell_renal_cell_carcinoma,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma	1	1	chr1_150004884_150013913:Adult_T_acute_lymphoblastic_leukemia
chr1_150233024_150237085	no	0	0	none	0	0	none
chr1_150255453_150295649	yes	2	2	chr1_150261659_150263849:Adult_acute_myeloid_leukemia,Prostate_carcinoma|chr1_150272893_150274786:Anaplastic_large_cell_lymphoma__ALK_positive,Prostate_carcinoma	0	0	none
chr1_150362359_150376436	yes	1	2	chr1_150368322_150370502:Ovarian_endometrioid_adenocarcinoma,Prostate_carcinoma	0	0	none
chr1_150507636_150697997	yes	2	3	chr1_150594920_150598810:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Colon_carcinoma,Prostate_carcinoma|chr1_150665654_150672939:Colon_carcinoma,Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma	2	1	chr1_150601723_150607391:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma|chr1_150608457_150616749:Adult_T_acute_lymphoblastic_leukemia
chr1_150969588_151030411	no	0	0	none	0	0	none
chr1_151047168_151072233	yes	1	3	chr1_151065452_151066632:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	1	1	chr1_151047168_151048897:Adult_acute_myeloid_leukemia
chr1_151180681_151255586	no	0	0	none	0	0	none
chr1_151279931_151284298	no	0	0	none	0	0	none
chr1_15128829_15274958	yes	2	2	chr1_15222474_15225555:Cutaneous_melanoma,Lung_non_small_cell_carcinoma,Melanoma|chr1_15271957_15274958:Cutaneous_melanoma,Melanoma	0	0	none
chr1_151326221_151353319	yes	3	1	chr1_151329395_151330825:Cutaneous_melanoma,Melanoma|chr1_151336382_151338267:|chr1_151352350_151353319:Pleural_epithelioid_mesothelioma	0	0	none
chr1_151398173_151412474	yes	1	3	chr1_151404317_151407961:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr1_151493871_151517999	no	0	0	none	0	0	none
chr1_151535077_151559503	no	0	0	none	1	3	chr1_151535077_151543638:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Melanoma
chr1_151679339_151682331	no	0	0	none	0	0	none
chr1_151789873_151850428	yes	1	2	chr1_151844171_151850428:Anaplastic_large_cell_lymphoma__ALK_positive,Lung_large_cell_carcinoma	0	0	none
chr1_151897900_151919691	yes	1	3	chr1_151903912_151907278:Amelanotic_melanoma,Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	1	2	chr1_151907800_151912521:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr1_151924983_152055677	yes	1	3	chr1_152022513_152026320:Breast_adenocarcinoma,Colon_adenocarcinoma,Colon_carcinoma	2	2	chr1_151940243_151949193:Adult_T_acute_lymphoblastic_leukemia|chr1_151979428_152003963:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma
chr1_152160767_152189652	yes	1	1	chr1_152185834_152187810:Lung_non_small_cell_carcinoma	0	0	none
chr1_152904317_152909756	yes	2	0	chr1_152904761_152908486:Breast_adenocarcinoma,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr1_152908698_152909756:	0	0	none
chr1_153121376_153147667	yes	1	1	chr1_153133943_153136514:Minimally_invasive_lung_adenocarcinoma	0	0	none
