se_name	cell_specific_gain	number_ce_gain	number_cell_gain	gain_ce	number_ce_loss	number_cell_loss	loss_ce
chr1_117091828_117130479	no	0	0	none	0	0	none
chr1_117143791_117212128	yes	3	11	chr1_117160381_117164588:A498,A549,EKVX,IGROV1,PC-3,RXF_393,SK-OV-3,SW-620,TK-10,U251|chr1_117187075_117190931:MDA-MB-468,NCI-H460,OVCAR-3,OVCAR-4,SK-OV-3,TK-10,U251|chr1_117208731_117212170:COLO_205,EKVX,IGROV1,MCF7,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5,T-47D,TK-10	0	0	none
chr1_11718651_11742219	yes	1	7	chr1_11718651_11720591:CCRF-CEM,COLO_205,HCC-2998,HL-60,HOP-92,MOLT-4,SR	1	4	chr1_11735501_11742219:CCRF-CEM,MALME-3M,NCI-H322M,UACC-62
chr1_117230003_117240221	yes	2	3	chr1_117235983_117239435:IGROV1,MCF7,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,PC-3,SK-OV-3,U251|chr1_117239440_117241217:IGROV1,OVCAR-3,OVCAR-4	0	0	none
chr1_117266130_117281383	yes	3	3	chr1_117265493_117273578:EKVX,HCT-15,IGROV1,MCF7,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,SNB-19,T-47D,U251|chr1_117274735_117276285:OVCAR-3|chr1_117278303_117279694:MDA-MB-468,OVCAR-3,T-47D	0	0	none
chr1_117605054_117687069	yes	2	4	chr1_117624082_117641042:MDA-MB-468,NCI-H322M,OVCAR-3,RPMI-8226,T-47D|chr1_117641333_117648499:K-562,OVCAR-4,RPMI-8226,SR	0	0	none
chr1_117778597_117822563	yes	2	9	chr1_117793310_117795447:HS_578T,M14,MALME-3M,MDA-MB-435,SF-295,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr1_117799969_117806870:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr1_117821019_117842622	no	0	0	none	0	0	none
chr1_11783269_11815780	no	0	0	none	0	0	none
chr1_118097578_118152350	yes	3	4	chr1_118096210_118098441:M14,PC-3,SF-539,SK-MEL-28,T-47D|chr1_118110428_118125112:MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-5,SF-539,SK-MEL-28,SNB-19,SNB-75,T-47D,U251,UO-31|chr1_118135031_118137554:PC-3,SNB-19,U251,UO-31	0	0	none
chr1_118861039_118864948	no	0	0	none	0	0	none
chr1_118890588_118904265	yes	3	1	chr1_118890239_118892111:PC-3,SNB-19|chr1_118900481_118904265:A498,ACHN,HS_578T,NCI-H460,PC-3,RXF_393,SK-OV-3,SNB-19,U251,X786-0|chr1_118904259_118904547:SNB-19	0	0	none
chr1_118943510_119013150	yes	3	12	chr1_118943510_118945599:HOP-92,HS_578T,RXF_393,SF-539,SNB-19,X786-0|chr1_118977780_118980632:K-562,RXF_393,SF-539,SK-OV-3,TK-10|chr1_119007879_119011014:CAKI-1,HOP-92,HS_578T,OVCAR-4,OVCAR-8,PC-3,RXF_393,SF-539,SK-OV-3,SNB-19,TK-10,U251	0	0	none
chr1_11901297_11911561	yes	1	2	chr1_11901252_11902291:HCT-116,HCT-15	0	0	none
chr1_119134304_119142710	no	0	0	none	0	0	none
chr1_119278099_119281167	no	0	0	none	0	0	none
chr1_119564449_119567029	no	0	0	none	0	0	none
chr1_119594833_119687331	yes	3	8	chr1_119593860_119596965:HOP-92,M14,MALME-3M,MDA-MB-435,OVCAR-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,UACC-257|chr1_119652599_119656002:ACHN,CAKI-1,M14,MALME-3M,MDA-MB-435,SF-268,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62,UO-31|chr1_119667142_119669703:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	1	5	chr1_119642807_119649476:A549,CCRF-CEM,MOLT-4,OVCAR-5,RPMI-8226
chr1_119731088_119744179	yes	2	6	chr1_119730687_119734317:HT29,M14,MALME-3M,MDA-MB-435,MDA-MB-468,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr1_119736771_119738368:COLO_205,M14,MDA-MB-468,SK-MEL-2,SK-MEL-28,SW-620	0	0	none
chr1_119809225_119830283	yes	1	2	chr1_119810335_119814322:KM12,PC-3	0	0	none
chr1_119942019_119963680	yes	3	11	chr1_119946074_119948654:HS_578T,LOX_IMVI,OVCAR-4,SF-268,UACC-62,UO-31|chr1_119953446_119955016:SR|chr1_119960623_119963687:HS_578T,M14,MALME-3M,MDA-MB-435,OVCAR-8,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr1_120036029_120101195	yes	2	10	chr1_120035598_120037841:HS_578T,M14,MDA-MB-435,MDA-MB-468,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,UACC-257,UACC-62|chr1_120069852_120072610:CAKI-1,M14,MALME-3M,MOLT-4,SF-268,SK-MEL-2,SK-MEL-28,SNB-19,SR,UACC-257	1	5	chr1_120067562_120069765:CCRF-CEM,K-562,MALME-3M,SK-MEL-5,SW-620
chr1_120122358_120199835	yes	1	11	chr1_120196380_120199835:BT-549,CAKI-1,HOP-62,HOP-92,NCI-H23,RXF_393,SF-268,SN12C,SNB-19,U251,UO-31	0	0	none
chr1_120229390_120289825	yes	2	11	chr1_120276056_120279706:K-562,OVCAR-4|chr1_120286966_120290601:HOP-92,K-562,MALME-3M,NCI-H226,OVCAR-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,U251,UACC-257	0	0	none
chr1_120325887_120360364	yes	2	4	chr1_120331007_120332812:COLO_205,SW-620|chr1_120334102_120335146:COLO_205,HT29,SW-620,T-47D	1	3	chr1_120338311_120343733:MCF7,MDA-MB-231,SN12C
chr1_12043969_12103163	no	0	0	none	0	0	none
chr1_120501927_120507748	yes	1	11	chr1_120501927_120507382:CAKI-1,M14,MALME-3M,MDA-MB-435,NCI-H460,OVCAR-4,SK-MEL-2,SK-MEL-28,SK-OV-3,SR,UACC-257	0	0	none
chr1_120520141_120569186	yes	1	10	chr1_120537211_120544464:CAKI-1,HOP-62,HOP-92,HS_578T,LOX_IMVI,MDA-MB-231,NCI-H226,SF-268,SN12C,SR	1	6	chr1_120551260_120560302:CCRF-CEM,HL-60,K-562,MALME-3M,MDA-MB-231,TK-10
chr1_120608502_120666000	yes	3	7	chr1_120608175_120611434:HOP-92,K-562,MALME-3M,OVCAR-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,T-47D,U251,UACC-257|chr1_120618675_120622361:K-562,OVCAR-4|chr1_120646517_120657075:EKVX,K-562,OVCAR-5,SNB-19,SR,T-47D,U251	0	0	none
chr1_120706199_120757749	yes	3	9	chr1_120705589_120707913:CAKI-1,RXF_393,SK-MEL-2,SK-MEL-28,SR,UO-31,X786-0|chr1_120721052_120722928:M14,SK-MEL-2,SK-MEL-28,UACC-257|chr1_120747876_120749609:CAKI-1,MALME-3M,MCF7,NCI-H322M,SR,T-47D,UACC-62,UO-31,X786-0	1	4	chr1_120723110_120725935:K-562,MALME-3M,SNB-75,SW-620
chr1_120844383_120863019	no	0	0	none	1	12	chr1_120844185_120845624:A498,BT-549,CCRF-CEM,HS_578T,LOX_IMVI,MDA-MB-231,MDA-MB-435,MDA-MB-468,NCI_ADR-RES,SNB-19,SNB-75,UO-31
chr1_120911625_120952773	yes	4	1	chr1_120918616_120921237:COLO_205,HOP-62,HS_578T,LOX_IMVI,NCI-H522,SF-295,SF-539,SW-620,T-47D|chr1_120921329_120923785:COLO_205,SW-620|chr1_120936779_120940565:COLO_205,HCC-2998,HL-60,HT29,IGROV1,K-562,MOLT-4,OVCAR-3,OVCAR-4,SK-OV-3,SR,SW-620|chr1_120944335_120946078:HL-60	1	7	chr1_120911625_120917183:A549,CCRF-CEM,MALME-3M,MCF7,MDA-MB-231,SN12C,SNB-75
chr1_121058556_121118549	yes	4	3	chr1_121073122_121075722:A498,CCRF-CEM,HL-60,LOX_IMVI|chr1_121079490_121082639:CCRF-CEM,HL-60,K-562,MOLT-4,UACC-62|chr1_121086044_121089226:HL-60,K-562|chr1_121091590_121092629:HL-60,K-562,SK-OV-3	2	9	chr1_121092776_121101938:COLO_205,MDA-MB-468,RPMI-8226,SF-295,SNB-75|chr1_121115857_121119319:HS_578T,NCI_ADR-RES,NCI-H226,OVCAR-8,SF-539,SK-OV-3,SNB-75,UACC-62,X786-0
chr1_121182580_121247558	no	0	0	none	2	2	chr1_121182580_121184444:COLO_205,HS_578T,MALME-3M,MDA-MB-468,SK-OV-3,SNB-75,SR|chr1_121184624_121192901:CCRF-CEM,HS_578T
chr1_12125154_12197623	yes	6	9	chr1_12125154_12126323:HL-60,K-562|chr1_12146805_12149427:COLO_205,HCC-2998,HCT-116,HCT-15,HL-60,KM12,SR,SW-620|chr1_12149714_12151564:HL-60,SR|chr1_12152639_12154818:CAKI-1,HL-60,HS_578T,MDA-MB-231,NCI-H226,PC-3,RXF_393,SF-268,SF-295,SF-539,SN12C,SR|chr1_12167105_12169148:BT-549,COLO_205,HL-60,K-562,KM12,RPMI-8226,SW-620|chr1_12176643_12181616:CCRF-CEM,HL-60,HOP-62,HOP-92,MOLT-4,RXF_393,SW-620,U251,UACC-62	0	0	none
chr1_121260081_121285731	yes	1	4	chr1_121283876_121285274:CAKI-1,HOP-62,NCI-H226,NCI-H322M	0	0	none
chr1_121329403_121397435	yes	1	12	chr1_121384238_121386381:A498,ACHN,HS_578T,NCI-H226,OVCAR-3,OVCAR-4,RXF_393,SF-539,SNB-19,SNB-75,U251,X786-0	0	0	none
chr1_121510779_121520068	yes	1	12	chr1_121510485_121513181:HL-60,HOP-62,NCI-H226,RXF_393,SK-MEL-2,SK-MEL-28,SK-OV-3,SNB-75,TK-10,UACC-257,UACC-62,X786-0	0	0	none
chr1_12294884_12321716	yes	5	8	chr1_12301639_12302637:SK-MEL-28|chr1_12303243_12304071:SK-MEL-28,U251|chr1_12314559_12316252:CCRF-CEM,M14,MALME-3M,MDA-MB-435,NCI-H322M,PC-3,SF-539,SK-MEL-28,SNB-75,UACC-62|chr1_12316400_12317472:M14,MALME-3M,SK-MEL-2,SK-MEL-28,SNB-75,UACC-62|chr1_12319757_12321716:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr1_12354305_12386925	yes	2	10	chr1_12354305_12358451:A498,A549,BT-549,HOP-62,HS_578T,NCI-H23,NCI-H460,PC-3,SK-MEL-28,T-47D|chr1_12367991_12370487:M14,MALME-3M,MDA-MB-435,PC-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,UACC-62	0	0	none
chr1_12397578_12410607	yes	1	6	chr1_12409606_12410607:M14,MALME-3M,MDA-MB-435,PC-3,SK-MEL-2,SK-MEL-28	0	0	none
chr1_12423028_12488420	yes	1	10	chr1_12423028_12426973:A498,K-562,M14,NCI-H226,PC-3,SF-295,SF-539,SNB-19,SNB-75,UACC-62	1	10	chr1_12469948_12482488:HCT-15,MCF7,NCI_ADR-RES,NCI-H522,OVCAR-8,RPMI-8226,RXF_393,SR,T-47D,U251
chr1_124619307_124784538	no	0	0	none	1	5	chr1_124778006_124778387:M14,MDA-MB-231,SF-295,SK-MEL-28,SR
chr1_125178864_125182721	yes	2	10	chr1_125178864_125179411:BT-549,HL-60,MALME-3M,NCI-H23,NCI-H522,OVCAR-3,T-47D,U251,UACC-257|chr1_125182143_125182799:BT-549,CCRF-CEM,HL-60,HOP-92,MALME-3M,NCI-H23,OVCAR-3,T-47D,U251,UACC-257	0	0	none
chr1_12539065_12575081	yes	1	2	chr1_12542993_12544308:MALME-3M,SF-295	0	0	none
chr1_12572153_12629006	yes	5	4	chr1_12579461_12581722:EKVX,HOP-62,MDA-MB-468,SF-295,SF-539,SNB-75|chr1_12587332_12589454:ACHN,CAKI-1,HT29,NCI-H322M,PC-3,SF-295,TK-10|chr1_12590310_12592673:MDA-MB-468|chr1_12606251_12607847:CAKI-1,M14,MDA-MB-435|chr1_12625776_12629006:MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5	1	9	chr1_12614108_12621237:HL-60,HS_578T,NCI_ADR-RES,NCI-H522,OVCAR-8,SF-268,SK-MEL-5,SR,U251
chr1_1263769_1283000	yes	1	2	chr1_1267062_1267671:NCI_ADR-RES,SN12C	1	3	chr1_1270118_1273899:A549,EKVX,HOP-62
chr1_12696680_12713450	yes	2	4	chr1_12696680_12698456:HS_578T,SF-268|chr1_12707671_12713795:HCT-15,HS_578T,NCI-H226,SF-268	0	0	none
chr1_12848909_12854693	no	0	0	none	0	0	none
chr1_1344603_1376424	yes	3	8	chr1_1363704_1365201:MCF7,MDA-MB-468,T-47D|chr1_1370590_1371440:SF-539,SR|chr1_1371659_1372640:BT-549,HL-60,HOP-92,NCI_ADR-RES,RPMI-8226,SF-539,SR,SW-620	0	0	none
chr1_13469529_13514543	yes	4	3	chr1_13477155_13482559:CCRF-CEM,MOLT-4|chr1_13482766_13485247:CCRF-CEM,MOLT-4|chr1_13485897_13490025:CCRF-CEM,MOLT-4,RPMI-8226|chr1_13494592_13501209:CCRF-CEM,MOLT-4,RPMI-8226	0	0	none
chr1_13892061_13969697	yes	6	2	chr1_13893154_13901887:MDA-MB-435,RPMI-8226,RXF_393|chr1_13920266_13923354:NCI-H460,RPMI-8226,RXF_393|chr1_13944958_13948023:RPMI-8226|chr1_13952398_13957661:RPMI-8226|chr1_13962512_13967778:HCT-15,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-5|chr1_13968001_13969697:MDA-MB-435,RPMI-8226	0	0	none
chr1_1398474_1442248	yes	3	5	chr1_1422106_1423763:EKVX,HCT-15,HOP-62,HOP-92,HT29,SK-MEL-2,SK-MEL-28,UACC-257|chr1_1437594_1438740:A549,ACHN,CAKI-1,HL-60,HT29,IGROV1,TK-10|chr1_1440798_1441788:HCT-116,RPMI-8226,SK-MEL-2,SK-MEL-28,UACC-257	3	1	chr1_1397756_1399364:MALME-3M,UACC-62|chr1_1399465_1401075:MDA-MB-231|chr1_1405794_1411372:SNB-75
chr1_13991805_14019606	yes	4	11	chr1_13991695_13995272:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257|chr1_13995477_13997061:MDA-MB-435,SK-MEL-2|chr1_14007765_14013344:OVCAR-3,RPMI-8226,SK-MEL-28,UACC-257|chr1_14015676_14019742:M14,MALME-3M,MDA-MB-435,OVCAR-3,OVCAR-4,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257	0	0	none
chr1_14055604_14091467	yes	4	3	chr1_14063894_14069565:M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr1_14078340_14079774:SK-MEL-2|chr1_14079947_14080769:SK-MEL-2|chr1_14089641_14091467:MDA-MB-435,SK-MEL-2,SK-MEL-28	0	0	none
chr1_14282917_14346403	yes	5	5	chr1_14289670_14297955:IGROV1,MOLT-4,OVCAR-3,OVCAR-4,RXF_393,SF-268,UO-31,X786-0|chr1_14302455_14306543:A498,ACHN,IGROV1,OVCAR-3,OVCAR-4,RXF_393,SF-268,TK-10,UO-31,X786-0|chr1_14317588_14324719:CCRF-CEM,K-562,MOLT-4,RPMI-8226,RXF_393,SF-268,SNB-19,X786-0|chr1_14331749_14336030:CCRF-CEM,MDA-MB-435,MOLT-4,RXF_393,SK-MEL-2,SK-MEL-28|chr1_14344726_14347094:MOLT-4,RXF_393,TK-10,UO-31,X786-0	0	0	none
chr1_143844693_143906037	yes	5	2	chr1_143860584_143863134:HL-60|chr1_143866964_143869328:HL-60,K-562,MOLT-4|chr1_143873547_143876543:HL-60|chr1_143879070_143880048:HL-60,K-562|chr1_143880264_143882184:HL-60,K-562	2	10	chr1_143884599_143889355:BT-549,CCRF-CEM,LOX_IMVI,MDA-MB-231,MDA-MB-435,MDA-MB-468,OVCAR-5,RPMI-8226,SNB-75,SR,T-47D|chr1_143903251_143906688:HS_578T,KM12,NCI_ADR-RES,OVCAR-8,SK-MEL-5,SK-OV-3,SNB-75,SR,T-47D,UACC-62
chr1_143970594_144047084	yes	1	2	chr1_144008595_144010915:NCI-H226,RPMI-8226	2	1	chr1_143969929_143972128:COLO_205,MALME-3M,NCI_ADR-RES,OVCAR-8,SK-OV-3,SNB-75|chr1_143972209_143975357:CCRF-CEM
chr1_14418610_14443091	yes	7	4	chr1_14419280_14419967:K-562|chr1_14420876_14424618:K-562,RPMI-8226,SK-MEL-5,T-47D|chr1_14424929_14425789:T-47D|chr1_14426227_14426948:T-47D|chr1_14427165_14428083:T-47D|chr1_14434508_14438964:K-562,RXF_393,SF-268,UO-31,X786-0|chr1_14440164_14443636:MDA-MB-231,PC-3,RXF_393,SF-268	0	0	none
chr1_144509406_144569086	yes	2	2	chr1_144532343_144537397:NCI-H522,SK-OV-3,SR,T-47D|chr1_144537489_144539061:SK-OV-3,T-47D	3	3	chr1_144544392_144548797:MDA-MB-231|chr1_144549793_144553661:BT-549,CCRF-CEM,HS_578T,M14,MDA-MB-231,NCI-H226,OVCAR-5|chr1_144558257_144562755:BT-549,CCRF-CEM,HS_578T
chr1_144882257_144950910	yes	3	11	chr1_144913084_144916175:RPMI-8226,SK-MEL-2,SK-MEL-28,SK-MEL-5,SR,UACC-257,UACC-62|chr1_144929576_144931253:HOP-92,M14,SF-539,SK-MEL-2,SK-MEL-28,SR,X786-0|chr1_144931321_144935300:ACHN,HL-60,HOP-62,M14,SF-539,SK-MEL-2,SK-MEL-28,SN12C,TK-10,UACC-257,UACC-62	0	0	none
chr1_144961008_145020234	yes	3	5	chr1_144959563_144963571:MCF7,NCI-H226,OVCAR-4,T-47D|chr1_144971079_144973059:HCT-116,IGROV1,M14,NCI-H322M,NCI-H522,SK-MEL-28|chr1_144993926_144996183:CAKI-1,HOP-62,LOX_IMVI,NCI-H226,NCI-H322M	0	0	none
chr1_145032729_145097496	yes	3	1	chr1_145051462_145054847:CAKI-1,COLO_205,EKVX,HS_578T,K-562,NCI-H226,NCI-H460,OVCAR-4,SK-OV-3|chr1_145054787_145056490:HL-60,K-562,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-OV-3,SR|chr1_145057128_145059198:RPMI-8226	2	8	chr1_145090618_145095739:CCRF-CEM|chr1_145095887_145098349:CAKI-1,CCRF-CEM,COLO_205,MALME-3M,MDA-MB-468,OVCAR-8,SK-OV-3,SNB-75
chr1_145191412_145217522	yes	4	6	chr1_145188563_145192252:ACHN,COLO_205,HCC-2998,HL-60,HT29,IGROV1,MOLT-4,NCI-H522,OVCAR-3,OVCAR-4,SK-OV-3|chr1_145204860_145207770:COLO_205,LOX_IMVI,SW-620|chr1_145207897_145209057:COLO_205,SF-295,SW-620,T-47D|chr1_145209143_145210130:DU-145,HOP-62,HS_578T,SF-295,SW-620,T-47D	1	2	chr1_145212491_145217604:CCRF-CEM,MALME-3M
chr1_14539404_14558276	yes	2	7	chr1_14539404_14545584:ACHN,CAKI-1,IGROV1,NCI-H226,RXF_393,SK-OV-3,UO-31,X786-0|chr1_14549727_14557045:ACHN,IGROV1,OVCAR-4,RXF_393,SK-OV-3,TK-10,X786-0	0	0	none
chr1_145459333_145488718	yes	3	5	chr1_145459289_145460818:A498,A549,ACHN,CAKI-1,DU-145,EKVX,HOP-62,NCI-H23,NCI-H460,OVCAR-3,SK-MEL-5|chr1_145475320_145476748:A549,ACHN,EKVX,NCI-H23,NCI-H460,NCI-H522|chr1_145487306_145488718:ACHN,EKVX,MDA-MB-468,NCI-H23,OVCAR-4	1	9	chr1_145463584_145466962:CCRF-CEM,HS_578T,MDA-MB-231,MDA-MB-435,NCI-H226,SF-539,SK-MEL-28,SNB-19,SNB-75
chr1_145535365_145545361	yes	1	2	chr1_145544183_145545361:NCI-H522,SF-539	0	0	none
chr1_145671336_145691858	yes	3	3	chr1_145678269_145679093:SK-MEL-2,SK-MEL-28,UACC-257|chr1_145684555_145685059:MDA-MB-468|chr1_145685268_145686306:MDA-MB-468,NCI-H322M,T-47D	0	0	none
chr1_145764936_145787080	yes	3	3	chr1_145764850_145766624:A549,DU-145,HOP-92,NCI-H322M,PC-3,SNB-75|chr1_145772333_145774724:DU-145,NCI_ADR-RES,NCI-H322M,RPMI-8226|chr1_145776365_145779019:NCI-H322M,NCI-H460,RPMI-8226	0	0	none
chr1_145800348_145825068	no	0	0	none	0	0	none
chr1_145877621_145894833	yes	2	9	chr1_145877478_145881592:COLO_205,HT29,K-562,NCI-H322M,PC-3,SW-620|chr1_145886951_145888636:ACHN,HT29,IGROV1,NCI-H322M,SK-OV-3,T-47D,TK-10,UO-31,X786-0	1	5	chr1_145889642_145894833:CCRF-CEM,HL-60,MOLT-4,RPMI-8226,SR
chr1_145906644_145937086	yes	3	7	chr1_145907115_145909384:BT-549,HS_578T,SF-539,SK-MEL-5,UACC-62|chr1_145932174_145933491:DU-145,HL-60,HOP-92,OVCAR-5,RPMI-8226,SK-MEL-28|chr1_145934904_145937086:M14,MALME-3M,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-62	1	1	chr1_145917505_145920456:SW-620
chr1_145950698_146053531	yes	1	1	chr1_146028226_146030553:RPMI-8226	4	1	chr1_145960135_145965540:OVCAR-8|chr1_145977309_145988499:BT-549,EKVX,NCI-H23,NCI-H522,SK-MEL-5|chr1_145990133_146002471:A549,DU-145,HCT-116,HS_578T,NCI-H522,OVCAR-8|chr1_146048440_146054138:MDA-MB-231
chr1_146175238_146252081	yes	3	5	chr1_146176648_146180229:CAKI-1,NCI-H226,SF-295,SR|chr1_146194967_146197281:HS_578T,M14,MDA-MB-435,MDA-MB-468,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr1_146230053_146231883:MALME-3M,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	1	2	chr1_146225640_146229866:SNB-75,SW-620
chr1_146259469_146333705	yes	3	8	chr1_146263504_146266870:RPMI-8226|chr1_146299394_146299656:NCI-H322M,RPMI-8226,SR|chr1_146326858_146328383:LOX_IMVI,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	1	2	chr1_146296630_146299401:HCC-2998,HS_578T
chr1_146368731_146415617	yes	1	7	chr1_146394667_146401532:CCRF-CEM,MDA-MB-468,MOLT-4,NCI-H522,SK-OV-3,SR,T-47D	3	11	chr1_146368731_146370667:A498,BT-549,HS_578T,IGROV1,K-562,KM12,MDA-MB-231,NCI_ADR-RES,SNB-75,SR,UACC-257|chr1_146374982_146379767:MDA-MB-231|chr1_146408948_146417561:ACHN,HS_578T,IGROV1,MALME-3M,SF-295,SF-539,SK-OV-3,SNB-19,SNB-75,U251,X786-0
chr1_146503853_146525485	yes	4	8	chr1_146503503_146506295:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr1_146509939_146511494:A549,NCI-H226,NCI-H23,NCI-H460,OVCAR-3,PC-3,SK-OV-3,SNB-19|chr1_146518869_146520388:SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr1_146520953_146525485:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr1_146532331_146565685	yes	4	5	chr1_146534739_146540170:CCRF-CEM,MOLT-4,NCI-H226,SK-MEL-2|chr1_146545270_146546953:MOLT-4,SK-MEL-28|chr1_146551063_146552527:MOLT-4|chr1_146553606_146559496:CCRF-CEM,HL-60,MOLT-4,OVCAR-3,SNB-19	0	0	none
chr1_147141957_147173840	yes	2	3	chr1_147141800_147144526:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr1_147161586_147163248:DU-145,LOX_IMVI,PC-3	0	0	none
chr1_14723052_14787208	yes	5	2	chr1_14723643_14725407:IGROV1,RXF_393,SNB-19,U251|chr1_14755084_14758690:IGROV1,OVCAR-3,RXF_393,SK-OV-3,SNB-19,SNB-75,U251|chr1_14764499_14767705:OVCAR-4,SK-OV-3,TK-10|chr1_14775231_14779283:IGROV1,K-562,MOLT-4,SNB-19|chr1_14782688_14787208:IGROV1,K-562	0	0	none
chr1_147495265_147520860	no	0	0	none	0	0	none
chr1_147534621_147543502	no	0	0	none	1	7	chr1_147537814_147543556:A549,BT-549,HL-60,HS_578T,MCF7,SN12C,SR
chr1_147668645_147677744	no	0	0	none	1	6	chr1_147668205_147678259:BT-549,CCRF-CEM,HCC-2998,HS_578T,K-562,SF-539
chr1_147996337_148003136	yes	2	5	chr1_147996337_148000109:K-562,M14,MALME-3M,MDA-MB-435,NCI-H460,SK-MEL-2,SK-MEL-28,SK-MEL-5,SR,UACC-257|chr1_148000397_148003472:MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr1_148032010_148061588	yes	3	7	chr1_148032010_148033975:A549,ACHN,CAKI-1,DU-145,EKVX,HOP-62,NCI-H23,NCI-H460,OVCAR-3,SN12C|chr1_148048321_148050314:DU-145,NCI-H23,NCI-H460,UACC-257|chr1_148060368_148061588:ACHN,CCRF-CEM,EKVX,MDA-MB-468,NCI-H23,OVCAR-4,SK-MEL-5	1	8	chr1_148035502_148040140:HS_578T,M14,MDA-MB-231,MDA-MB-435,NCI-H226,SK-MEL-28,SNB-19,SNB-75
chr1_148208697_148229594	yes	4	8	chr1_148207901_148212986:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr1_148213155_148214420:MALME-3M,SK-MEL-28,SK-MEL-5|chr1_148221950_148223470:A549,MDA-MB-468,NCI-H226,NCI-H23,NCI-H460,OVCAR-3,PC-3,SK-OV-3,SNB-19|chr1_148226991_148229722:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr1_148360852_148374130	yes	1	9	chr1_148360558_148364435:COLO_205,HCC-2998,HCT-116,HCT-15,HT29,NCI-H460,OVCAR-5,SF-268,SW-620	0	0	none
chr1_148443335_148461493	yes	2	12	chr1_148448821_148452984:COLO_205,LOX_IMVI,NCI-H522,SW-620,T-47D|chr1_148453115_148454748:COLO_205,DU-145,HOP-62,HS_578T,LOX_IMVI,NCI-H226,NCI-H522,PC-3,SF-268,SF-295,SW-620,T-47D	1	1	chr1_148455903_148461639:SN12C
chr1_148634102_148809766	yes	1	12	chr1_148726945_148730998:CAKI-1,HL-60,HOP-62,MALME-3M,MDA-MB-435,NCI-H226,RPMI-8226,RXF_393,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-62	0	0	none
chr1_148840702_148901290	yes	1	3	chr1_148887875_148891403:EKVX,K-562,OVCAR-4	0	0	none
chr1_14889270_14931397	yes	5	7	chr1_14889270_14891088:M14,MALME-3M,SK-MEL-2,SK-MEL-5,UACC-257,UACC-62|chr1_14895048_14895791:SNB-19,U251|chr1_14899332_14900229:MDA-MB-468,OVCAR-3|chr1_14906867_14908835:ACHN,MALME-3M,RPMI-8226,UACC-257|chr1_14929420_14931635:HCC-2998,K-562,M14,MALME-3M,SK-MEL-5,SK-OV-3,SNB-75	0	0	none
